fichier,label_reel,prediction,image_path,resultat_complet,correct
19.jpg,droit,droit,..\images\19.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[ 13,   7,   8],
        [ 13,   7,   8],
        [ 13,   7,   8],
        ...,
        [ 23,  23,   7],
        [ 23,  23,   7],
        [ 23,  23,   7]],

       [[ 13,   7,   8],
        [ 13,   7,   8],
        [ 13,   7,   8],
        ...,
        [ 23,  23,   7],
        [ 23,  23,   7],
        [ 23,  23,   7]],

       [[ 13,   7,   8],
        [ 13,   7,   8],
        [ 13,   7,   8],
        ...,
        [ 23,  23,   7],
        [ 23,  23,   7],
        [ 23,  23,   7]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 7.854575653731533, 'variation_centres': 0.2220960655971415, 'angles': [2.0139170902091728, 1.9951527197304495, 1.996788107987826, -15.001638562931447, -14.998588797827308, -14.988919948386695, 1.9837534950750895, -5.98126877416202, -13.025035900726174, -15.004170604937645], 'longueurs': [2532.5643131024335, 2441.4800838835445, 2439.4812973253147, 2260.025221098207, 2252.7461019830885, 2246.432950256918, 1791.0734211639679, 1621.8292141899528, 1552.9549252956442, 1521.8856724471782]}}",True
20.jpg,tournant,droit,..\images\20.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [134, 147, 155],
        ...,
        [ 47,  37,  30],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.492896406995835, 'variation_centres': 0.06062172864229225, 'angles': [-26.998008524360298, -27.98745319075597, -27.99789332233406, -27.005240577752655, -28.016423241061453, -27.000121957756697, -26.985177685877037, -28.008265225679946, -26.98584755815433, -27.005027183742754], 'longueurs': [2663.2329976928418, 2576.296954933573, 2575.413947310218, 2561.267850108614, 2524.883561671706, 2473.6097105242775, 2439.615748432527, 2361.589718812309, 2313.945548192524, 2096.5991510062195]}}",False
21.jpg,tournant,droit,..\images\21.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [ 78,  86, 109],
        ...,
        [ 69, 110, 125],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.2975758603435662, 'variation_centres': 0.014815639708371768, 'angles': [0.0, 0.0, 0.0, 0.0, 0.0, -0.991919534478554, 0.0, 0.0, 0.0, 0.0], 'longueurs': [2195.0, 2195.0, 2188.0, 2185.0, 2185.0, 2137.3202848426813, 2136.0, 2130.0, 2130.0, 2104.0]}}",False
22.jpg,droit,tournant,..\images\22.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [107, 131, 151],
        ...,
        [111, 133, 151],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'tournant', 'metriques': {'ecart_type_angles': 0.3053003362976309, 'variation_centres': 0.3193919120468809, 'angles': [-2.020260379523467, -2.0419387511386033, -2.0400817871597483, -3.023556375311694, -1.9996670172756381, -2.001457376968612, -1.960711402383466, -1.9875490660862898, -2.0415741999608037, -1.991625882860396], 'longueurs': [1219.7581727539275, 1178.7484888643548, 1151.7300030823196, 1118.5571062757592, 1117.6806341706024, 1116.68124368595, 1110.6502599828625, 1095.6591623310599, 1066.6770832824711, 1064.643132697525]}}",False
23.jpg,tournant,droit,..\images\23.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [ 27,  25,  25],
        ...,
        [152, 169, 178],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [188, 200, 210],
        ...,
        [132, 143, 151],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 2.0349057904495433, 'variation_centres': 0.20272811402006385, 'angles': [-0.9601745666663432, -1.9930049683074598, -1.9198101299555026, -1.031212669887953, -2.065885893130814, -1.0353531865449448, -0.920334966849057, -1.9951527197304495, -2.024164226044285, 5.042451069170913], 'longueurs': [716.1005515987263, 546.3304860613217, 537.3015912874258, 500.0809934400627, 499.3245437588663, 498.0813186619229, 498.0642528830994, 488.29601677670894, 481.3003220443552, 477.84934864452833]}}",False
24.jpg,droit,tournant,..\images\24.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255]], dtype=uint8), 'image_classification': array([[[243, 235, 222],
        [255, 248, 235],
        [253, 245, 232],
        ...,
        [ 29,  50,  77],
        [ 23,  44,  71],
        [ 20,  41,  68]],

       [[255, 255, 242],
        [255, 251, 238],
        [244, 236, 223],
        ...,
        [ 26,  47,  74],
        [ 12,  33,  60],
        [ 17,  38,  65]],

       [[241, 233, 220],
        [242, 234, 221],
        [242, 234, 221],
        ...,
        [ 21,  42,  69],
        [ 12,  35,  61],
        [ 24,  47,  73]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [207, 231, 249],
        ...,
        [116, 187, 231],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'tournant', 'metriques': {'ecart_type_angles': 14.015370890433855, 'variation_centres': 0.43358199333708725, 'angles': [-29.002963031931344, -19.920405978409757, -19.995884349411842, 10.055480851338677, -3.9629541981329974, -15.872839021793956, -3.945186229037563, -26.971397410387024, -16.85839876773828, 13.99084270126932], 'longueurs': [431.05684079944723, 390.3562475483132, 383.0939832469312, 349.3665696657309, 332.7957331457241, 325.40743691563046, 319.7577207824699, 315.29351404683223, 310.3369136922, 306.08005488760614]}}",False
25.jpg,droit,droit,..\images\25.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[224, 228, 233],
        [224, 228, 233],
        [225, 229, 234],
        ...,
        [238, 238, 244],
        [237, 237, 243],
        [237, 237, 243]],

       [[224, 228, 233],
        [224, 228, 233],
        [225, 229, 234],
        ...,
        [238, 238, 244],
        [237, 237, 243],
        [237, 237, 243]],

       [[224, 228, 233],
        [224, 228, 233],
        [225, 229, 234],
        ...,
        [238, 238, 244],
        [237, 237, 243],
        [237, 237, 243]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.0, 'variation_centres': 0.0, 'angles': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'longueurs': [817.0, 817.0, 817.0, 817.0, 817.0, 817.0, 817.0, 817.0, 817.0, 817.0]}}",True
26.jpg,tournant,droit,..\images\26.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[116, 127, 135],
        [116, 127, 135],
        [116, 127, 135],
        ...,
        [114, 120, 127],
        [115, 121, 128],
        [115, 121, 126]],

       [[116, 127, 135],
        [116, 127, 135],
        [116, 127, 135],
        ...,
        [114, 120, 127],
        [115, 121, 128],
        [115, 121, 126]],

       [[116, 127, 135],
        [116, 127, 135],
        [116, 127, 135],
        ...,
        [114, 120, 127],
        [114, 120, 127],
        [114, 120, 125]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 1.0284002118705577, 'variation_centres': 0.030668183194567704, 'angles': [4.0167771519468705, 4.021990177020111, 4.021990177020111, 4.021990177020111, 4.047560949477421, 3.9714385889475556, 4.9796833089070365, 4.936372972571581, 4.023833294987063, 1.0301035670068894], 'longueurs': [770.8936372807859, 769.8960968858071, 769.8960968858071, 769.8960968858071, 750.8728254504887, 750.8029035639114, 748.8264151323723, 743.7586974281377, 726.7915794779133, 723.1168646906252]}}",False
27.jpg,droit,tournant,..\images\27.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [ 13,   5,   5],
        ...,
        [200, 214, 226],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[ 93,  79,  73],
        [ 97,  83,  77],
        [100,  86,  80],
        ...,
        [ 89,  87,  86],
        [ 83,  84,  82],
        [ 81,  85,  80]],

       [[ 79,  67,  61],
        [ 92,  80,  74],
        [ 98,  86,  80],
        ...,
        [ 80,  81,  79],
        [ 74,  75,  71],
        [ 74,  76,  70]],

       [[ 77,  65,  59],
        [ 90,  78,  72],
        [ 96,  84,  78],
        ...,
        [ 76,  77,  73],
        [ 74,  75,  71],
        [ 74,  76,  70]]], dtype=uint8), 'type_escalier': 'tournant', 'metriques': {'ecart_type_angles': 7.774310908917678, 'variation_centres': 0.3397591961668579, 'angles': [5.026967816065013, 4.962074202496986, 2.0408568699332594, 4.00288588678609, 5.0619394287979596, -20.02208323664476, 5.027739725901319, 2.070030653041098, 4.007804542372337, -7.995920446040161], 'longueurs': [650.5021137552129, 647.4264436984328, 449.2849875079291, 444.08332551448046, 430.6796953653608, 376.77181423243434, 342.31710445141357, 332.2167966855379, 314.7697571241558, 301.93542355940946]}}",False
28.jpg,droit,droit,..\images\28.jpg,"{'est_escalier': True, 'masque_escalier': array([[0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0],
       ...,
       [0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0]], dtype=uint8), 'image_classification': array([[[211, 184, 164],
        [209, 182, 162],
        [207, 180, 160],
        ...,
        [202, 174, 157],
        [203, 173, 156],
        [203, 173, 156]],

       [[211, 184, 164],
        [209, 182, 162],
        [207, 180, 160],
        ...,
        [202, 174, 157],
        [203, 173, 156],
        [203, 173, 156]],

       [[210, 183, 163],
        [209, 182, 162],
        [208, 181, 161],
        ...,
        [202, 174, 157],
        [204, 174, 157],
        [204, 174, 157]],

       ...,

       [[ 44,  40,  39],
        [ 48,  44,  43],
        [ 55,  51,  50],
        ...,
        [ 32,  31,  35],
        [ 46,  45,  49],
        [ 47,  46,  50]],

       [[ 32,  26,  27],
        [ 35,  29,  30],
        [ 31,  25,  26],
        ...,
        [ 45,  44,  46],
        [ 39,  38,  40],
        [ 37,  36,  38]],

       [[ 56,  50,  51],
        [ 56,  50,  51],
        [ 46,  40,  41],
        ...,
        [ 50,  49,  51],
        [ 53,  52,  54],
        [ 51,  50,  52]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.29011709436364536, 'variation_centres': 0.05907549908575506, 'angles': [-1.9230774265279433, -2.004969539433395, -2.00802339527715, -1.949346972496708, -1.9684745092731453, -2.03091423685311, -1.9642478227224383, -2.019968197724151, -2.019968197724151, -2.9482507219327045], 'longueurs': [685.3860226179113, 657.4024642484998, 656.4030773846205, 617.3572709541858, 611.3607772829396, 564.354498520212, 554.3257165241389, 482.2996993571528, 482.2996993571528, 466.6176164698457]}}",True
29.jpg,droit,droit,..\images\29.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [160, 164, 175],
        ...,
        [187, 190, 195],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [156, 160, 161],
        ...,
        [ 86, 101, 110],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 8.45420769852795, 'variation_centres': 0.0535279762879424, 'angles': [-9.001755122561306, -8.972626614896393, -13.04021628846734, -9.053438662173773, -11.872250313984544, 10.101876438970507, 8.991247277066003, -12.925999124705953, -11.850782798400209, -12.965853852810078], 'longueurs': [409.0378955549229, 403.9430652950982, 376.71474619398697, 368.59191526673504, 359.69431466176945, 353.4798438383722, 319.931242613159, 312.92970456637704, 311.64242329952447, 298.6134625230417]}}",True
3.jpg,tournant,droit,..\images\3.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [113, 110, 119],
        ...,
        [209, 197, 193],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 7.902896334054297, 'variation_centres': 0.0337345490008059, 'angles': [8.99526592298822, 21.9918920521037, 1.0069649866431079, 1.0069649866431079, 3.993065699379779, 3.993065699379779, 3.9995374348609323, 1.000190115708319, 1.000190115708319, 22.000262306282174], 'longueurs': [2762.9811798128485, 2681.0841090872177, 2674.4130197110544, 2674.4130197110544, 2469.995951413686, 2469.995951413686, 2466.005677203522, 2463.375326660556, 2463.375326660556, 2461.220835276672]}}",False
30.jpeg,droit,tournant,..\images\30.jpeg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [ 95, 107, 119],
        ...,
        [229, 222, 213],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[146, 157, 165],
        [106, 119, 127],
        [ 68,  83,  92],
        ...,
        [108, 120, 126],
        [108, 118, 125],
        [107, 117, 124]],

       [[127, 138, 146],
        [ 89, 102, 110],
        [ 61,  73,  83],
        ...,
        [110, 122, 128],
        [111, 119, 126],
        [109, 117, 124]]], dtype=uint8), 'type_escalier': 'tournant', 'metriques': {'ecart_type_angles': 10.741120999901161, 'variation_centres': 0.020156756175981366, 'angles': [-20.943808110638514, -20.979753202735104, -20.971913545417795, -20.975182217250197, -20.951446147554904, -9.03948280335512, -9.03948280335512, -8.923988443631401, 7.037940763184669, 7.052306007841189], 'longueurs': [570.7057034934905, 569.771884178221, 564.3872783824951, 527.9867422577958, 525.76135270672, 490.0867270188002, 490.0867270188002, 489.93060733128317, 489.6896976657769, 488.6972477925367]}}",False
31.jpeg,tournant,droit,..\images\31.jpeg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [204, 213, 222],
        ...,
        [191, 217, 231],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 8.232660169832998, 'variation_centres': 0.008672508816389925, 'angles': [-14.001099874186309, -14.001099874186309, -14.001099874186309, -13.977562845763325, 12.00229489878371, -6.001101637736924, -6.011645342950235, -5.961492652655811, 3.9767309750775666, -5.958968415936969], 'longueurs': [1186.2419651993432, 1186.2419651993432, 1186.2419651993432, 1184.0595424217483, 1168.5452494447957, 1138.237672896131, 1136.2486523644372, 1136.1443570251097, 1124.7079620950499, 1078.8294582555668]}}",False
